Hour,Demand
1777,722.15232
1778,1427.48376
1779,2406.82336
1780,2560.49216
1781,2505.03904
1782,2242.3568
1783,1886.58912
1784,1653.8528
1785,1536.63904
1786,1440.82944
1787,1390.4992
1788,1421.89536
1789,1544.02368
1790,1788.95264
1791,2115.30776
1792,1625.4436
1793,1122.72056
1794,946.51496
1795,927.12416
1796,647.93024
1797,360.11392
1798,197.55048
1799,185.29256
1800,293.97992
1801,705.2312
1802,1537.79336
1803,2371.21376
1804,2458.36672
1805,2365.2992
1806,2126.60864
1807,1864.65472
1808,1621.88256
1809,1479.92512
1810,1384.47008
1811,1310.21344
1812,1330.52544
1813,1464.97504
1814,1638.1328
1815,1868.05984
1816,1815.64376
1817,1827.89928
1818,1673.52616
1819,1340.04672
1820,1667.32312
1821,1225.8228
1822,984.45912
1823,1154.27456
1824,1482.21024
1825,1637.57488
1826,1943.37688
1827,2074.3712
1828,2201.64256
1829,2153.0768
1830,1939.96704
1831,1716.61888
1832,1515.03328
1833,1391.03616
1834,1304.90944
1835,1291.80768
1836,1313.75456
1837,1424.34464
1838,1599.06368
1839,1817.28128
1840,1301.99808
1841,859.88592
1842,556.71552
1843,393.23232
1844,102.15032
1845,0
1846,0
1847,0
1848,0
1849,435.8784
1850,1128.54128
1851,2040.52896
1852,2254.79008
1853,2270.9632
1854,2105.78912
1855,1880.98496
1856,1633.15904
1857,1460.79104
1858,1378.85536
1859,1455.35136
1860,1546.27456
1861,1728.45056
1862,1954.0912
1863,2327.07648
1864,2059.76584
1865,1264.31928
1866,884.07392
1867,670.55464
1868,527.5028
1869,395.98848
1870,294.094
1871,156.13624
1872,236.09496
1873,633.32216
1874,1318.66472
1875,2341.18688
1876,2551.81984
1877,2536.2864
1878,2251.82656
1879,1922.73664
1880,1669.73024
1881,1485.06592
1882,1428.50592
1883,1455.03584
1884,1532.8864
1885,1709.61856
1886,2034.44448
1887,2255.22536
1888,1571.19192
1889,966.41016
1890,564.54576
1891,292.43792
1892,317.08216
1893,235.6232
1894,1.68216
1895,72.54768
1896,186.37608
1897,580.66168
1898,1239.42448
1899,2339.32448
1900,2527.7824
1901,2533.58656
1902,2346.93088
1903,2053.27904
1904,1774.824
1905,1645.78048
1906,1542.29792
1907,1576.31872
1908,1620.3216
1909,1767.5184
1910,2018
1911,2033.15
1912,1434.46288
1913,930.02368
1914,642.71576
1915,527.58072
1916,320.32256
1917,97.17832
1918,0
1919,0
1920,123.9332
1921,565.29
1922,1330.98328
1923,2392.7824
1924,2541.82592
1925,2531.63008
1926,2262.4768
1927,1973.5136
1928,1767.07552
1929,1568.31264
1930,1440.78208
1931,1356.55488
1932,1409.36192
1933,1586.38304
1934,1834.93824
1935,1961.70288
1936,1284.8
1937,764.3
1938,471.15
1939,340.99304
1940,150.70728
1941,0
1942,0
1943,0
1944,111.89432
1945,573.2044
1946,1299.54264
1947,2362.00448
1948,2511.91936
1949,2473.62112
1950,2174.58208
1951,1825.19872
1952,1571.0464
1953,1462.99712
1954,1380.93568
1955,1328.85312
1956,1359.2512
1957,1507.33344
1958,1764.64256
1959,2005.53376
1960,1446.08264
1961,1120.19792
1962,924.85272
1963,804.87608
1964,598.14072
1965,218.16576
1966,36.15136
1967,24.76192
1968,192.9848
1969,700.44168
1970,1678.97472
1971,2300.15968
1972,2443.53984
1973,2408.17472
1974,2151.73952
1975,1872.08864
1976,1623.3504
1977,1487.75232
1978,1397.89056
1979,1351.51776
1980,1389.63488
1981,1523.54592
1982,1697.1472
1983,1769.47936
1984,1515.57384
1985,1184.07488
1986,1006.56944
1987,770.1432
1988,589.09656
1989,432.9008
1990,407.458
1991,313.63592
1992,525.68624
1993,720.00672
1994,1201.78864
1995,2178.81504
1996,2336.27872
1997,2277.49792
1998,2026.81088
1999,1740.67232
2000,1526.71456
2001,1396.14464
2002,1252.4944
2003,1218.8832
2004,1286.22976
2005,1410.75968
2006,1572.19296
2007,1658.0228
2008,894.8604
2009,450.81384
2010,161.928
2011,16.71464
2012,0
2013,0
2014,0
2015,112.39144
2016,515.68712
2017,980.45776
2018,1686.14176
2019,2051.44032
2020,2197.94816
2021,2175.25568
2022,1913.62656
2023,1604.75232
2024,1370.73632
2025,1216.01536
2026,1153.04096
2027,1179.776
2028,1267.81376
2029,1469.0144
2030,1844.7392
2031,2092.79592
2032,1476.684
2033,892.9652
2034,485.81176
2035,258.61576
2036,337.81
2037,298.98456
2038,166.0732
2039,186.29336
2040,241.02464
2041,566.80936
2042,1247.52888
2043,2331.59648
2044,2507.23776
2045,2471.15168
2046,2170.3408
2047,1834.45152
2048,1546.74464
2049,1388.20704
2050,1318.55616
2051,1363.1392
2052,1469.81312
2053,1669.04416
2054,1906.51648
2055,1915.64472
2056,1246.72264
2057,766.92864
2058,466.51472
2059,297.16664
2060,318.62128
2061,274.38792
2062,163.66016
2063,222.51144
2064,337.09
2065,708.67752
2066,1313.55696
2067,2416.23616
2068,2555.4176
2069,2483.05216
2070,2185.96288
2071,1873.97824
2072,1576.32672
2073,1510.53216
2074,1442.0688
2075,1419.80128
2076,1446.0848
2077,1627.07936
2078,1848.55648
2079,1868.81024
2080,1445.57016
2081,960.18008
2082,799.12336
2083,636.36648
2084,394.02976
2085,254.29288
2086,0
2087,215.07656
2088,358.96152
2089,819.99016
2090,1643.55808
2091,2363.47712
2092,2504.44608
2093,2459.33504
2094,2206.18176
2095,1843.9312
2096,1655.25408
2097,1538.73568
2098,1452.44896
2099,1404.18688
2100,1480.80032
2101,1630.85696
2102,1862.33696
2103,1973.78776
2104,1510.11032
2105,1178.19
2106,832.29296
2107,810.16472
2108,408.38656
2109,175.32216
2110,138.1952
2111,237.12912
2112,378.71584
2113,910.94072
2114,1429.07192
2115,2339.17088
2116,2519.14304
2117,2486.9104
2118,2220.86112
2119,1900.27552
2120,1657.7904
2121,1588.49824
2122,1477.63776
2123,1409.7216
2124,1484.82976
2125,1659.76192
2126,1899.9088
2127,1962.99968
2128,1407.9592
2129,954.09536
2130,699
2131,599.5708
2132,336.96448
2133,127.02904
2134,118.14384
2135,236.9396
2136,395.49704
2137,843.79464
2138,1568.89032
2139,2354.1284
2140,2453.00896
2141,2432.61056
2142,2173.98784
2143,1879.9392
2144,1703.28032
2145,1576.36256
2146,1458.1184
2147,1395.63392
2148,1409.11616
2149,1501.91328
2150,1687.8944
2151,1631.04192
2152,1039.0164
2153,627.85208
2154,571.34528
2155,541.1996
2156,238.48736
2157,125.17168
2158,57.76496
2159,91.98256
2160,132.57488
2161,562.4664
2162,1195.63784
2163,2055.0292
2164,2204.13408
2165,2200.01888
2166,1929.5472
2167,1674.25664
2168,1504.27168
2169,1404.61984
2170,1322.07488
2171,1271.336
2172,1306.62176
2173,1484.46944
2174,1635.6944
2175,1310.01632
2176,744.51232
2177,389.75872
2178,229.87328
2179,55.11864
2180,0
2181,0
2182,0
2183,0
2184,0
2185,161.65872
2186,906.7536
2187,1965.32056
2188,2246.71264
2189,2249.05568
2190,2061.52064
2191,1808.48
2192,1563.03936
2193,1431.94464
2194,1337.94912
2195,1331.62464
2196,1417.01408
2197,1641.43168
2198,1901.49376
2199,1735.92896
2200,1187.18448
2201,668.36312
2202,348.17648
2203,144.17056
2204,216.98864
2205,201.3108
2206,173.88888
2207,352.52544
2208,406.1124
2209,654.074
2210,1282.9088
2211,2227.29016
2212,2486.81184
2213,2507.05472
2214,2231.0208
2215,1882.61184
2216,1595.26464
2217,1460.46816
2218,1389.51168
2219,1452.51552
2220,1542.21664
2221,1723.6736
2222,1981.51936
2223,1704.80088
2224,1146.42304
2225,710.36152
2226,453.61528
2227,281.54336
2228,305.75088
2229,291.7576
2230,181.12096
2231,257.06424
2232,356.91464
2233,666.31576
2234,1237.65808
2235,2154.23112
2236,2485.20064
2237,2437.85504
2238,2175.61664
2239,1845.36576
2240,1610.51808
2241,1514.73568
2242,1444.6752
2243,1425.58944
2244,1526.36864
2245,1687.48608
2246,1924.97216
2247,1650.34784
2248,1185.46096
2249,898.50856
2250,744.12368
2251,773.7412
2252,696.25632
2253,452.75744
2254,526.58528
2255,524.5824
2256,309.4112
2257,592.9948
2258,1202.4332
2259,2052.21744
2260,2483.90816
2261,2479.10688
2262,2186.01472
2263,1893.54848
2264,1686.90144
2265,1608.928
2266,1497.16512
2267,1440.73376
2268,1493.36288
2269,1616.1664
2270,1882.26496
2271,1823.8208
2272,1483.9964
2273,1092.32256
2274,960.79808
2275,859.94568
2276,368.61904
2277,0
2278,0
2279,0
2280,0
2281,375.61312
2282,1092.10576
2283,1924.06192
2284,2394.48384
2285,2385.91136
2286,2135.13344
2287,1869.02976
2288,1664.4688
2289,1551.93952
2290,1462.7248
2291,1451.00704
2292,1525.07456
2293,1727.6304
2294,2025.50688
2295,1714.14976
2296,1047.21352
2297,712.91152
2298,588.8972
2299,473.81592
2300,155.73816
2301,0
2302,0
2303,0
2304,0
2305,483.15576
2306,1178.36648
2307,1955.44632
2308,2348.19712
2309,2363.27296
2310,2134.08832
2311,1884.14144
2312,1625.92992
2313,1514.47584
2314,1417.01216
2315,1413.04832
2316,1469.16512
2317,1630.416
2318,1843.32352
2319,1407.5716
2320,882.21384
2321,555.76528
2322,395.69032
2323,330.73464
2324,0
2325,0
2326,0
2327,0
2328,0
2329,172.22632
2330,919.41704
2331,1786.07848
2332,2337.65184
2333,2363
2334,2134.58656
2335,1878.8912
2336,1655
2337,1525.71712
2338,1446.95552
2339,1391.8032
2340,1420.65088
2341,1534.89024
2342,1697.7824
2343,1186.37424
2344,666.24392
2345,502.15136
2346,300.22824
2347,261.54064
2348,295.66888
2349,86.1448
2350,32.93976
2351,211.81256
2352,263.58576
2353,550.57016
2354,1223.4576
2355,1860.54248
2356,2267.55616
2357,2270.8672
2358,2043.05088
2359,1783.97248
2360,1504.81216
2361,1384.95488
2362,1331.8016
2363,1397.50016
2364,1487.99872
2365,1671.99584
2366,1899.38784
2367,1485.30312
2368,1027.00808
2369,693.62024
2370,493.00504
2371,321.49704
2372,371.18624
2373,365.85944
2374,269.62488
2375,311.62424
2376,407.52456
2377,780.46584
2378,1454.25544
2379,2172.184
2380,2553.65696
2381,2586.65216
2382,2350.06912
2383,2064.9264
2384,1816.20736
2385,1738.67296
2386,1664.07936
2387,1666.55136
2388,1721.42912
2389,1904.36864
2390,2085.04704
2391,1584.38704
2392,1107.4504
2393,642.75224
2394,476.64208
2395,331.88752
2396,381.67864
2397,335.6844
2398,339.1604
2399,177.77568
2400,313.70504
2401,639.30064
2402,1222.39472
2403,2139.1448
2404,2427.55488
2405,2384.61056
2406,2133.04992
2407,1799.01856
2408,1550.90336
2409,1451.6912
2410,1383.20672
2411,1402.8896
2412,1461.44704
2413,1652.42272
2414,1836.82304
2415,2006.27016
2416,1773.77656
2417,999.04384
2418,876.48904
2419,900.1564
2420,722.23992
2421,434.80656
2422,342.05752
2423,344.42888
2424,423.33944
2425,727.51472
2426,1162.78112
2427,2158.43432
2428,2439.57152
2429,2434.0832
2430,2161.95136
2431,1861.53088
2432,1615.57888
2433,1558.21056
2434,1459.81312
2435,1388.46368
2436,1412.36512
2437,1548.63552
2438,1850.27744
2439,1443.8956
2440,929.08584
2441,679.1468
2442,690.77464
2443,673.94432
2444,362.24832
2445,97.42976
2446,0
2447,236.56576
2448,506.61768
2449,1092.462
2450,1593.10616
2451,2222.33568
2452,2466.98464
2453,2434.82944
2454,2195.18784
2455,1906.70528
2456,1637.552
2457,1537.47264
2458,1501.2864
2459,1559.92192
2460,1711.02336
2461,1832.69408
2462,2032.88032
2463,1814.68056
2464,1394.44096
2465,949.18968
2466,1168.94408
2467,1176.39808
2468,968.82968
2469,747.84848
2470,744.828
2471,905.02592
2472,1078.05024
2473,1459.31448
2474,1651.65352
2475,2159.79488
2476,2257.19328
2477,2283.27744
2478,2121.03424
2479,1923.68512
2480,1730.70592
2481,1573.96704
2482,1488.29344
2483,1443.31424
2484,1434.33792
2485,1556.96704
2486,1715.35968
2487,1134.3388
2488,708.07128
2489,439.31376
2490,396.73408
2491,344.92024
2492,147.45504
2493,0
2494,0
2495,0
2496,0
2497,303.30096
2498,861.18936
2499,1769.07328
2500,2120.88864
2501,2179.14624
2502,1971.06688
2503,1780.14976
2504,1592.63296
2505,1534.32864
2506,1457.25184
2507,1403.18272
2508,1438.05504
2509,1536.81568
2510,1683.1088
2511,1059.53992
2512,588.028
2513,326.2
2514,224.16296
2515,120.7412
2516,0
2517,0
2518,0
2519,0
2520,0
2521,198.0164
2522,922.2416
2523,1733.39528
2524,2264.87872
2525,2267.6848
2526,2036.2288
2527,1757.85888
2528,1519.44736
2529,1379.59584
2530,1338.016
2531,1384.10592
2532,1487.32544
2533,1644.09248
2534,1938.432
2535,1470.97936
2536,1045.2972
2537,644.1828
2538,431.61296
2539,262.9876
2540,277.1336
2541,239.31952
2542,56.2204
2543,121.23336
2544,289.4216
2545,713.62848
2546,1326.8164
2547,2065.03776
2548,2558.72832
2549,2542.53248
2550,2259.7936
2551,1924.44832
2552,1640.9024
2553,1493.17856
2554,1423.1936
2555,1431.84448
2556,1539.62336
2557,1705.49472
2558,1984.6176
2559,1461.30208
2560,1055.02584
2561,707.9
2562,550.8
2563,410.23048
2564,436.99256
2565,402.0016
2566,294.85136
2567,395.14352
2568,534.23976
2569,838.3212
2570,1338.65488
2571,2072.07112
2572,2595.41792
2573,2602.31104
2574,2329.15872
2575,2012.41984
2576,1755.35904
2577,1613.05152
2578,1502.4304
2579,1427.34016
2580,1481.30432
2581,1634.46432
2582,1871.75936
2583,1328.30832
2584,999.40472
2585,874.51072
2586,761.34536
2587,703.37072
2588,498.75488
2589,355.63128
2590,467.05224
2591,435.25144
2592,532.30632
2593,770.78304
2594,1375.20224
2595,2087.29696
2596,2583.71072
2597,2557.05184
2598,2255.25568
2599,1917.33856
2600,1656.928
2601,1575.3104
2602,1440.93632
2603,1410.29792
2604,1486.53952
2605,1665.87488
2606,1862.22688
2607,1433.48392
2608,1093.9056
2609,862.97584
2610,793.1
2611,771.18192
2612,558.69048
2613,352.45672
2614,325.81776
2615,419.3464
2616,606.2856
2617,1017.84144
2618,1616.4804
2619,2326.47528
2620,2714.4976
2621,2710.0624
2622,2456.04064
2623,2135.73696
2624,1865.03872
2625,1734.6896
2626,1626.91104
2627,1560.32352
2628,1585.12672
2629,1733.7152
2630,1982.77952
2631,1459.38256
2632,1116.82896
2633,879.35256
2634,841.64208
2635,817.2392
2636,662.1312
2637,516.36672
2638,528.7764
2639,624.43168
2640,865.54912
2641,1250.6408
2642,1849.56272
2643,2508.18848
2644,2839.54656
2645,2789.16064
2646,2546.53632
2647,2245.90816
2648,1979.03584
2649,1817.20992
2650,1688.48992
2651,1596.6176
2652,1611.59104
2653,1711.35168
2654,1866.17472
2655,1157.90392
2656,762.9232
2657,642.12424
2658,693.95184
2659,636.226
2660,491.50464
2661,256.60064
2662,325.70992
2663,502.78752
2664,703.55368
2665,1129.54984
2666,1747.4516
2667,2454.37048
2668,2811.65984
2669,2735.93504
2670,2453.62624
2671,2111.728
2672,1870.20512
2673,1732.77472
2674,1631.51648
2675,1536.96864
2676,1577.51776
2677,1663.27552
2678,1778.76896
2679,1189.72544
2680,764.50528
2681,566.07536
2682,602.3
2683,670.03472
2684,542.07824
2685,373.52728
2686,311.1704
2687,444.05208
2688,580.45504
2689,965.18128
2690,1653.85944
2691,2388.43328
2692,2758.19712
2693,2709.52064
2694,2490.07968
2695,2219.10976
2696,1907.44832
2697,1630.416
2698,1485.2624
2699,1494.97024
2700,1542.33536
2701,1715.6192
2702,2012.37248
2703,1896.17808
2704,1550.0096
2705,1080.4676
2706,867.85528
2707,666.54568
2708,711.23528
2709,730.94712
2710,734.0888
2711,879.48944
2712,920.80224
2713,1162.23328
2714,1581.89952
2715,2332.738
2716,2568.15072
2717,2563.50464
2718,2307.12224
2719,2004.39296
2720,1675.46496
2721,1441.58784
2722,1387.34272
2723,1433.14912
2724,1500.17568
2725,1618.83008
2726,1903.66944
2727,1325.46168
2728,1019.56728
2729,905.90392
2730,580.65576
2731,492.7208
2732,1098.20816
2733,1135.28104
2734,808.78536
2735,1278.30704
2736,1559.37672
2737,1685.81016
2738,1920.53328
2739,2523.94056
2740,2618.17632
2741,2615.40128
2742,2369.01472
2743,2036.01856
2744,1782.87968
2745,1595.4096
2746,1535.50816
2747,1552.82016
2748,1507.1456
2749,1707.07648
2750,1979.5968
2751,2190.32456
2752,2199.51776
2753,2165.08416
2754,2098.81248
2755,1872.12304
2756,1314.61928
2757,915.10112
2758,1344.22056
2759,1277.584
2760,1249.12752
2761,1619.32448
2762,1931.34464
2763,2337.40328
2764,2513.32032
2765,2473.744
2766,2180.77792
2767,1848.776
2768,1670.87424
2769,1580.69088
2770,1462.70944
2771,1432.4704
2772,1408.5056
2773,1576.1792
2774,1823.65696
2775,1485.194
2776,1236.8952
2777,795.1932
2778,726.4952
2779,717.77712
2780,574.65208
2781,368.35032
2782,345.34216
2783,384.76104
2784,514.38184
2785,803.26408
2786,1339.6408
2787,2051.82872
2788,2401.32384
2789,2468.71712
2790,2240.0496
2791,1924.73632
2792,1679.86528
2793,1637.31008
2794,1696.03392
2795,1758.14336
2796,1792.27328
2797,1892.91584
2798,2043.52672
2799,1448.37832
2800,1172.18992
2801,909.55624
2802,818.5912
2803,746.27864
2804,490.05176
2805,261.42168
2806,173.7844
2807,300.506
2808,443.74264
2809,775.37056
2810,1332.27376
2811,2034.00648
2812,2507.91552
2813,2557.76416
2814,2343.504
2815,2100.25056
2816,1834.13568
2817,1699.8208
2818,1598.54848
2819,1505.71264
2820,1552.45088
2821,1691.032
2822,1867.12096
2823,1089.99888
2824,734.4472
2825,567.45088
2826,567.08584
2827,507.93568
2828,291.1872
2829,84.1584
2830,0
2831,135.54336
2832,313.14024
2833,669.52696
2834,1234.99088
2835,1940.76592
2836,2504.21632
2837,2509.98656
2838,2284.2032
2839,2017.91936
2840,1748.8176
2841,1628.58752
2842,1513.2656
2843,1428.53216
2844,1487.4144
2845,1602.03136
2846,1753.25856
2847,951.42344
2848,637.67136
2849,453.67776
2850,375.63168
2851,264.99456
2852,131.61848
2853,0
2854,0
2855,19.50632
2856,215.98
2857,609.13736
2858,1337.14064
2859,2015.40976
2860,2568.0944
2861,2555.24768
2862,2294.88064
2863,1977.7568
2864,1694.82496
2865,1545.52128
2866,1503.45504
2867,1519
2868,1579.94688
2869,1763.21088
2870,2086.30176
2871,1458.45736
2872,1188.00416
2873,832.52968
2874,725.90128
2875,595.20888
2876,680.18456
2877,765.40088
2878,732.24496
2879,857.15688
2880,1025.9332
2881,1280.14528
2882,1841.06288
2883,2385.68512
2884,2805.55424
2885,2811.3328
2886,2575.13408
2887,2249.728
2888,1969.58688
2889,1834.92512
2890,1765.57792
2891,1761.7584
2892,1761.0224
2893,1815.14976
2894,2038.22464
2895,1605.09672
2896,1282.46712
2897,983.184
2898,818.34544
2899,687.99672
2900,800.17712
2901,900.4956
2902,918.11744
2903,1015.64328
2904,828.238
2905,1163.38136
2906,1474.36296
2907,2177.7424
2908,2531.72672
2909,2544.7552
2910,2292.15616
2911,1978.99712
2912,1804.85568
2913,1747.05344
2914,1631.2944
2915,1601.41248
2916,1638.69536
2917,1736.23296
2918,1938.35488
2919,1472.08192
2920,1359.292
2921,1368.1896
2922,1280.14184
2923,1210.56928
2924,952.11848
2925,612.07984
2926,734.36744
2927,638.99328
2928,676.0568
2929,960.23416
2930,1357.92776
2931,2125.83104
2932,2547.9392
2933,2543.4896
2934,2276.47136
2935,1965.34656
2936,1728.31552
2937,1617.56896
2938,1540.10048
2939,1512.83872
2940,1565.26272
2941,1767.94976
2942,2099.45216
2943,1685.77584
2944,1321.11856
2945,1091.54976
2946,991.86392
2947,998.00896
2948,695.0064
2949,423.6544
2950,250.01472
2951,380.58872
2952,443.07792
2953,737.33024
2954,1242.7204
2955,1895.31144
2956,2573.2544
2957,2590.59872
2958,2334.41888
2959,2031.94016
2960,1803.6384
2961,1644.8896
2962,1541.00032
2963,1513.95584
2964,1577.88416
2965,1718.31872
2966,1958.25824
2967,1545.02232
2968,1219.25632
2969,940.31856
2970,815.09792
2971,786.1268
2972,491.67464
2973,187.91704
2974,105.13232
2975,225.40208
2976,347.73808
2977,670.00992
2978,1284.25592
2979,1886.96184
2980,2492.59104
2981,2525.9856
2982,2294.41856
2983,2031.656
2984,1789.01824
2985,1662.376
2986,1540.56224
2987,1513.0128
2988,1521.84224
2989,1632.89056
2990,1806.02504
2991,1238.67576
2992,803.48344
2993,551.91056
2994,388.6784
2995,446.90264
2996,235.84928
2997,38.48088
2998,0
2999,84.65648
3000,202.44128
3001,537.5276
3002,1147.97416
3003,1815.02416
3004,2433.92
3005,2453.03552
3006,2222.32768
3007,1974.55072
3008,1772.03616
3009,1666.65504
3010,1590.62112
3011,1516.76672
3012,1524.5488
3013,1603.4208
3014,1661.25632
3015,975.75672
3016,665.87104
3017,447.8976
3018,439.8204
3019,444.93752
3020,202.17176
3021,0
3022,0
3023,72.84064
3024,229.2756
3025,651.70632
3026,1486.88424
3027,2076.46968
3028,2534.9136
3029,2552.84736
3030,2287.09984
3031,1948.10432
3032,1708.66016
3033,1562.2544
3034,1498.32352
3035,1527.736
3036,1581.07136
3037,1733.2368
3038,1865.12072
3039,1350.252
3040,1048.37096
3041,801.50248
3042,643.86152
3043,596.47728
3044,574.37744
3045,673.68584
3046,648.76344
3047,772.46224
3048,889.79176
3049,1129.34824
3050,1618.01448
3051,2164.78336
3052,2849.22464
3053,2827.2672
3054,2500.65376
3055,2123.05952
3056,1752.8384
3057,1553.45152
3058,1469.68416
3059,1590.12352
3060,1651.37696
3061,1802.65024
3062,1880.54984
3063,1358.48736
3064,1050.46864
3065,812.88592
3066,646.09304
3067,457.6848
3068,552.0332
3069,615.47888
3070,743.5464
3071,712.62544
3072,933.16232
3073,1171.12808
3074,1626.576
3075,2298.87376
3076,2919.15584
3077,2901.01792
3078,2598.19648
3079,2249.07328
3080,1975.64576
3081,1874.136
3082,1763.32448
3083,1664.60736
3084,1679.12864
3085,1817.97248
3086,1662.60968
3087,1184.14872
3088,1009.786
3089,887.67672
3090,929.01112
3091,860.91464
3092,715.97912
3093,531.46784
3094,613.93936
3095,700.262
3096,913.018
3097,1334.11872
3098,1940.19936
3099,2462.65808
3100,3020.38016
3101,2966.33152
3102,2625.55968
3103,2228.38528
3104,1925.38144
3105,1836.65184
3106,1704.96768
3107,1623.86432
3108,1659.1568
3109,1786.56352
3110,1815.19752
3111,1385.23672
3112,1148.91016
3113,949.07752
3114,999.76696
3115,1025.73592
3116,777.86576
3117,577.84752
3118,522.8464
3119,608.95944
3120,689.6504
3121,1031.33608
3122,1533.02944
3123,2140.442
3124,2768.07712
3125,2763.36
3126,2484.672
3127,2126.00768
3128,1807.72256
3129,1680.41152
3130,1587.08576
3131,1529.66368
3132,1579.3328
3133,1745.77408
3134,1725.83712
3135,1301.09936
3136,1089.98656
3137,833.38816
3138,868.91568
3139,914.54784
3140,709.38896
3141,424.34512
3142,386.24408
3143,566.64448
3144,764.64664
3145,1078.99976
3146,1605.69816
3147,2111.72856
3148,2720.73344
3149,2712.09312
3150,2457.9776
3151,2145.63136
3152,1888.69856
3153,1743.21696
3154,1633.00224
3155,1579.2512
3156,1600.39776
3157,1705.36
3158,1599.03928
3159,1103.11752
3160,741.38232
3161,683.45
3162,747.85
3163,794.91336
3164,506.13336
3165,384.97424
3166,393.80136
3167,466.94728
3168,617.48304
3169,923.80656
3170,1507.17976
3171,2096.4396
3172,2696.38912
3173,2658.45248
3174,2402.54176
3175,2117.20864
3176,1906.6576
3177,1746.80672
3178,1642.90976
3179,1584.97984
3180,1607.51072
3181,1705.6064
3182,1542.45792
3183,968.13648
3184,665.2884
3185,575.8
3186,826.2808
3187,583.82128
3188,384.03608
3189,208.61104
3190,152.77736
3191,310.07528
3192,492.71704
3193,849.9892
3194,1455.446
3195,2013.41456
3196,2645.12608
3197,2643.1536
3198,2381.53344
3199,2039.41024
3200,1752.28928
3201,1559.66688
3202,1494.30976
3203,1532.5664
3204,1613.8672
3205,1779.02816
3206,1712.07824
3207,1316.2932
3208,1127.1208
3209,890.1884
3210,823.4796
3211,684.6832
3212,756.14552
3213,821.54256
3214,902.0104
3215,925.40352
3216,1018.22816
3217,1243.05408
3218,1647.48224
3219,2159.45312
3220,2847.44736
3221,2802.87552
3222,2503.9728
3223,2132.73152
3224,1820.28896
3225,1604.33408
3226,1539.33024
3227,1544.93952
3228,1597.82304
3229,1746.0736
3230,1561.06216
3231,1167.60648
3232,978.07992
3233,750.07344
3234,710.9956
3235,580.23736
3236,643.65888
3237,680.2348
3238,694.3568
3239,753.82144
3240,877.94304
3241,1160.98448
3242,1523.76536
3243,2043.72832
3244,2777.6144
3245,2765.18464
3246,2510.00864
3247,2167.01344
3248,1892.14048
3249,1755.31168
3250,1687.03392
3251,1666.08832
3252,1708.88992
3253,1844.5776
3254,1606.03216
3255,1266.98264
3256,1065.71296
3257,935.4
3258,926.40824
3259,981.55288
3260,889.3232
3261,724.5036
3262,768.46232
3263,867.33912
3264,1101.3472
3265,1412.43688
3266,1949.8248
3267,2475.79136
3268,3054.81984
3269,3023.30336
3270,2723.04768
3271,2328.84384
3272,2010.12
3273,1871.9744
3274,1772.1088
3275,1691.11904
3276,1707.1568
3277,1882.95392
3278,1647.5404
3279,1290.91256
3280,1147.61384
3281,995.1
3282,1071.63888
3283,1106.81248
3284,932.6188
3285,630.21984
3286,716.98896
3287,873.86544
3288,990.67088
3289,1181.35216
3290,1663.1028
3291,2193.9064
3292,2786.0256
3293,2773.216
3294,2547.94944
3295,2182.22048
3296,1865.74432
3297,1710.10848
3298,1632.34016
3299,1555.3664
3300,1593.51776
3301,1741.75712
3302,1730.41696
3303,1356.78024
3304,1138.37704
3305,925.84872
3306,790.67592
3307,821.57464
3308,598.82144
3309,389.53064
3310,274.50968
3311,554.78752
3312,644.97416
3313,855.93088
3314,1416.16752
3315,1943.12584
3316,2658.40512
3317,2652.92448
3318,2434.76896
3319,2134.728
3320,1904.86272
3321,1765.65472
3322,1693.9824
3323,1610.85984
3324,1611.3696
3325,1752.41632
3326,1564.15888
3327,981.746
3328,752.05752
3329,698.1
3330,682.42824
3331,685.15656
3332,440.48056
3333,243.64768
3334,275.68368
3335,433.42256
3336,608.29328
3337,921.03656
3338,1459.95928
3339,2053.76376
3340,2718.03008
3341,2699.944
3342,2477.6496
3343,2190.728
3344,1969.10656
3345,1835.09792
3346,1695.90368
3347,1635.37696
3348,1669.00704
3349,1774.80192
3350,1541.02192
3351,944.55416
3352,634.8808
3353,517.24536
3354,599.18832
3355,602.50256
3356,446.88984
3357,260.26224
3358,264.21072
3359,485.32144
3360,801.4072
3361,1155.17544
3362,1801.7264
3363,2288.80224
3364,2886.592
3365,2819.048
3366,2569.10752
3367,2187.03616
3368,1869.33792
3369,1657.07744
3370,1592.35168
3371,1629.44384
3372,1716.83104
3373,1919.05952
3374,1656.14992
3375,1323.05688
3376,1132.66152
3377,955.95
3378,987.92592
3379,960.82032
3380,1013.26736
3381,1097.57216
3382,1078.002
3383,1210.12168
3384,1331.56312
3385,1587.35672
3386,2232.22992
3387,2432.06848
3388,3143.06144
3389,3065.13632
3390,2735.61184
3391,2309.65696
3392,1949.31616
3393,1770.7904
3394,1657.39648
3395,1668.9616
3396,1740.38464
3397,1886.64288
3398,1687.51336
3399,1358.86056
3400,1148.08872
3401,946.56912
3402,896.0024
3403,858.06848
3404,964.21928
3405,1000.15856
3406,1069.03352
3407,1168.09784
3408,1300.17224
3409,1464.2268
3410,1862.5972
3411,2312.21528
3412,2981.32192
3413,2914.80704
3414,2650.31968
3415,2297.72384
3416,1968.86464
3417,1815.33664
3418,1740.29344
3419,1668.18944
3420,1657.24864
